CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Ativo,Principais_Caracteristicas,Valor,CNPJ_Fundo
,2020-12-31,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,117000813.01,23.781.211/0001-04
,2020-12-31,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,51992449.68,23.781.211/0001-04
,2020-12-31,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,214244110.26,23.781.211/0001-04
,2020-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,15194796.0,24.070.076/0001-51
,2020-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,17585697.73,24.070.076/0001-51
,2020-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,18769585.83,24.070.076/0001-51
,2020-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,15075811.85,24.070.076/0001-51
,2020-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,17543066.24,24.070.076/0001-51
,2020-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,14366985.48,24.070.076/0001-51
,2020-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,15178859.74,24.070.076/0001-51
,2020-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,17225792.46,24.070.076/0001-51
,2020-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,16964593.1,24.070.076/0001-51
,2020-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,13920406.33,24.070.076/0001-51
,2020-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,14882559.24,24.070.076/0001-51
,2020-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,16488856.29,24.070.076/0001-51
,2020-03-31,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",126013.5,28.267.530/0001-10
,2020-06-30,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",126013.5,28.267.530/0001-10
,2020-09-30,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",126013.5,28.267.530/0001-10
,2020-12-31,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5,28.267.530/0001-10
,2020-12-31,1,Fazenda Pirapozinho,Ativo em fase e regularização de documentação (Temos formalizado um CVC com clausulas resolutivas a serem cumpridas antes da integralização do ativo),754000.0,30.178.506/0001-56
,2020-12-31,2,Shopping Metro Tucuruvi,225 Lojas2.188 Vagas | Estacionamento,374296418.35,32.892.018/0001-31
03.855.441/0001-63,2025-03-31,1,Vitória,Arrend Mercantil Financeiro,60438474.62,
03.855.441/0001-63,2025-03-31,1,Santos,Arrend Mercantil Financeiro,317228399.28,
03.855.441/0001-63,2025-03-31,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,73053503.49,
08.417.532/0001-30,2025-03-31,1,Bapon,Arrendamento Mercantil Financeiro,51991153.33,
08.417.532/0001-30,2025-03-31,1,Basul,Arrendamento Mercantil Financeiro,188038791.49,
13.584.584/0001-31,2025-03-31,1,Cemitério Morumby,131 Jazigos,3173820.0,
13.584.584/0001-31,2025-03-31,1,Cemitério Morumby,943 Jazigos,23022402.0,
13.584.584/0001-31,2025-03-31,1,Cemitério Morumby,1799 Jazigos,43041882.0,
15.576.907/0001-70,2025-03-31,1,GPA - Tatuapé,Direitos de superficie GPA - Imóvel Tatuapé,13599851.0218489,
15.576.907/0001-70,2025-03-31,1,GPA - Guarulhos,Direitos de superficie GPA - Imóvel Guarulhos,35433073.2957442,
15.576.907/0001-70,2025-03-31,1,GPA - São José dos Campos,Direitos de superfície GPA - Imóvel SJC,38585422.9248648,
16.543.270/0001-89,2025-03-31,1,3 Apartamentos MG,Edificio Bossa Nova -BURITI,3000000.0,
16.543.270/0001-89,2025-03-31,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,
16.543.270/0001-89,2025-03-31,1,120 LOTES -JARDINS MONET,JARDINS MONET-MG - ABAETÉ,12000000.0,
16.543.270/0001-89,2025-03-31,1,80 LOTES -JARDINS MONET,JARDINS MONET-MG - ABAETÉ,8000000.0,
16.543.270/0001-89,2025-03-31,1,BELA VISTA III 70 UNIDADES,BELA VISTA III -MG-FUNILÃNDIA,7000000.0,
16.671.412/0001-93,2025-03-31,1,Galpão Contagem,Direitos de usufruto imóvel de Contagem - MG,97188963.58,
26.269.251/0001-60,2025-03-31,1,MAQUINARIO,MAQUINARIO,33041000.0,
27.486.542/0001-72,2025-03-31,1,Viracopos,"Galpão na Rodovia Miguel Melhado Campos, SP-324, Km 81,5, Itupeva - SP",314168751.09,
29.242.809/0001-01,2025-03-31,1,CAXANGA,DIREITO DE SUPERFICIE,13817947.0,
29.267.567/0001-00,2025-03-31,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 61 - MAT - 179.771,433000.0,
29.267.567/0001-00,2025-03-31,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 71 - MAT - 179.776,433000.0,
31.524.769/0001-32,2025-03-31,1,CUSTO DA OBRA,Custo da obra do ELEVSHOP KODY,5174362.19,
31.524.789/0001-03,2025-03-31,1,csuto da obra,,399380000.0,
32.317.313/0001-64,2025-03-31,1,DIREITO DE PARTICIPAÇÃO - JOAQUIM GUARANI,Participação através de permuta financeira,21674057.18,
33.701.887/0001-02,2025-03-31,1,Fazenda Tupã,,15181000.01,
33.701.887/0001-02,2025-03-31,1,"Parque Eldorado - Lote 01, 02 e 03 Qd 9",,9123999.98,
33.701.887/0001-02,2025-03-31,1,Terra Nova - Lote 02 Qd 02,,7945000.03,
36.501.128/0001-86,2025-03-31,1,FAZ ROMA - TO,"Aquisição de Participação da empresa ECO BRASIL FLORESTAS S.A., referente as propriedades: Bela Vista I, Bela Vista II, Bom Jesus, Cachoeira - Lote 1, Cachoeira - Lote 2, Caititu, Estância Córdoba, Feio, Lontra, Pitanga, União I, União II, União III, Vai Quem Quer, Vitória, Vitória II e Capivara com as suas respectivas matrículas 640, 641, 455, 457, 456, 458, 586, 446, 459, 454, 507, 508, 442, 644, 585, 610 e 464 do CRI de Tupiratins-TO. A área total das propriedades é de 13.764,06 hectares.",40000000.0,
40.944.707/0001-70,2025-03-31,1,Terreno - Posto,Concluídasas condições precedentes constantes do CCV mediante a quitação do preço do imóvel.,14269529.37,
43.008.884/0001-33,2025-03-31,1,Edificio Edson,Instrumento de Compromisso de Venda e Compra de Participações em Empreendimento Imobiliário e Outras Avenças,21116400.0,
43.741.171/0001-84,2025-03-31,1,9ENERGIAS,DIREITO DE SUPERFICIE,6781549.0,
43.741.171/0001-84,2025-03-31,1,IMPETUS,DIREITO DE SUPERFICIE,24081973.5,
43.741.171/0001-84,2025-03-31,1,VOLTXS,DIREITO DE SUPERFICIE,35415896.57,
43.741.171/0001-84,2025-03-31,1,LIBERDADE,DIREITO DE SUPERFICIE,500000.0,
43.741.171/0001-84,2025-03-31,1,MUNDO MELHOR,DIREITO DE SUPERFICIE,500000.0,
43.741.171/0001-84,2025-03-31,1,SÃO BENTO DO ABADE,DIREITO DE SUPERFICIE,500000.0,
45.188.099/0001-35,2025-03-31,1,Apartamento Duplex nº 04 - Condominio Reboucinhas,Instrumento Particular de Compromisso de Venda e Compra de Imóveis e Outras Avenças.,3000000.0,
49.318.661/0001-59,2025-03-31,2,MT124985 TERRENO - PIRACICABA,O FUNDO É DETENTOR APENAS DO COMODATO,,
49.318.661/0001-59,2025-03-31,2,MT204854 TERRENO - PRAIA GRANDE,O FUNDO É DETENTOR APENAS DO COMODATO,,
49.318.661/0001-59,2025-03-31,2,MT658 TERRENO - UBATUBA,O FUNDO É DETENTOR APENAS DO COMODATO,,
49.318.661/0001-59,2025-03-31,2,MT10343 TERRENO - 7 SETEMBRO ITU,O FUNDO É DETENTOR APENAS DO COMODATO,,
49.318.661/0001-59,2025-03-31,2,MT106889 TERRENO - BOA VIAGEM RECIFE,O FUNDO É DETENTOR APENAS DO COMODATO,,
50.255.690/0001-06,2025-03-31,1,MAT16410 / MAT18069,POSSUI RECONHECIMENTO DE DIREITO DE COMPRA,42440720.5,
52.635.194/0001-03,2025-03-31,1,Projeto Jamaris,Parcelamento da compra do terreno / Pagamento Advogados,29500000.0,
53.654.501/0001-58,2025-03-31,1,SANTORIN,"60 unidades studios no projeto Condomínio Porto Paraíso localizado na Rua Coronel Oscar Porto, 629 - Paraíso - São Paulo - SP (em construção)",19695594.28,
53.654.501/0001-58,2025-03-31,1,STUSABIA,"214 unidades studios no projeto Casa Sabiá localizado na Av. Sabiá, 598 - Moema - São Paulo - SP (em construção)",53992732.85,
54.645.216/0001-33,2025-03-31,1,Alameda Campinas,Promessa de compra e venda com cláusula de retrovenda.,31416496.58,
54.645.216/0001-33,2025-03-31,1,Brook,Promessa de compra e venda com cláusula de retrovenda.,3991244.43,
54.645.216/0001-33,2025-03-31,1,Baronesa de Itu,Promessa de compra e venda com cláusula de retrovenda.,38982807.54,
54.645.216/0001-33,2025-03-31,1,Capote Valente,Promessa de compra e venda com cláusula de retrovenda.,37197595.32,
54.645.216/0001-33,2025-03-31,1,Senador Lacerda,Promessa de compra e venda com cláusula de retrovenda.,30938938.68,
54.645.216/0001-33,2025-03-31,1,Sena Madureira,Promessa de compra e venda com cláusula de retrovenda.,23915716.1,
54.645.216/0001-33,2025-03-31,1,DNA Vila Mariana,Promessa de compra e venda com cláusula de retrovenda.,1333917.27,
54.645.216/0001-33,2025-03-31,1,HY Pinheiro,Promessa de compra e venda com cláusula de retrovenda.,442342.94,
56.191.016/0001-83,2025-03-31,1,"MAT Nº 11.285: Fazenda Boa Vista, Carangola/MG","Única possuidora e titular do Direito Real de Superfície (DRS) sobre uma área de 09,27,06 hectares, formalizada com a celebração da ""Escritura Pública de Promessa de Cessão Onerosa de Direito de Superfície"", celebrada em 13 de setembro de 2024, entre a PONTO DE EQUILIBRIO ENGENHARIA LTDA. e o AZ QUEST RENDA SOLAR FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA. Para financiar a aquisição do imóvel, foram emitidos os certificados de recebíveis imobiliários da 315ª emissão, em classe e série únicas, emitidos pela TRUE SECURITIZADORA S.A, e com isso sendo constituído o ônus da Alienação Fiduciária de DRS com a celebração da ""Escritura Pública de Alienação Fiduciária de Direito Real de Superfície em Garantia e Outras Avenças"", celebrado em 13 de setembro de 2024. A Alienação Fiduciária de DRS foi dada em garantia da 315ª emissão, em classe e série únicas, emitidos pela TRUE SECURITIZADORA S.A.",26229108.91,
03.855.441/0001-63,2022-03-31,1,Vitória,Arrend Mercantil Financeiro,180032587.56,
03.855.441/0001-63,2022-03-31,1,Santos,Arrend Mercantil Financeiro,496815250.1,
03.855.441/0001-63,2022-03-31,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,115619714.58,
03.855.441/0001-63,2022-06-30,1,Vitória,Arrend Mercantil Financeiro,190869925.91,
03.855.441/0001-63,2022-06-30,1,Santos,Arrend Mercantil Financeiro,522369018.39,
03.855.441/0001-63,2022-06-30,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,127838724.8,
03.855.441/0001-63,2022-09-30,1,Vitória,Arrend Mercantil Financeiro,204364348.98,
03.855.441/0001-63,2022-09-30,1,Santos,Arrend Mercantil Financeiro,530317101.01,
03.855.441/0001-63,2022-09-30,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,133102632.94,
03.855.441/0001-63,2022-12-31,1,Vitória,Arrend Mercantil Financeiro,142175253.77,
03.855.441/0001-63,2022-12-31,1,Santos,Arrend Mercantil Financeiro,421681954.72,
03.855.441/0001-63,2022-12-31,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,99136350.52,
08.417.532/0001-30,2022-03-31,1,Bapon,Arrendamento Mercantil Financeiro,171565481.97,
08.417.532/0001-30,2022-03-31,1,Basul,Arrendamento Mercantil Financeiro,208151759.15,
08.417.532/0001-30,2022-06-30,1,Bapon,Arrendamento Mercantil Financeiro,180683725.51,
08.417.532/0001-30,2022-06-30,1,Basul,Arrendamento Mercantil Financeiro,225013886.13,
08.417.532/0001-30,2022-09-30,1,Bapon,Arrendamento Mercantil Financeiro,183197217.55,
08.417.532/0001-30,2022-09-30,1,Basul,Arrendamento Mercantil Financeiro,234157385.02,
08.417.532/0001-30,2022-12-31,1,Bapon,Arrendamento Mercantil Financeiro,188314295.78,
08.417.532/0001-30,2022-12-31,1,Basul,Arrendamento Mercantil Financeiro,247065661.64,
13.568.181/0001-07,2022-03-31,1,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro","Direito Real de Uso de Superfície - DUS a ser amortizado até 2027 - Valor da Cessão R$ 10 MM - valor já amortizado de R$ 6.525.925,93",3474074.07,
13.568.181/0001-07,2022-03-31,1,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP","Direito Real de Uso de Superfície - DUS - a ser amortizado ate 2023 - Valor da Cessão R$ 50 mil - valor já amortizado R$ 42.433,08",6412493.51,
13.568.181/0001-07,2022-06-30,1,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro","Direito Real de Uso de Superfície - DUS a ser amortizado até 2027 - Valor da Cessão R$ 10 MM - valor já amortizado de R$ 6.525.925,93",3307407.42,
13.568.181/0001-07,2022-06-30,1,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP","Direito Real de Uso de Superfície - DUS - a ser amortizado ate 2023 - Valor da Cessão R$ 50 mil - valor já amortizado R$ 42.433,08",6412493.51,
13.568.181/0001-07,2022-09-30,1,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro","Direito Real de Uso de Superfície - DUS a ser amortizado até 2027 - Valor da Cessão R$ 10 MM - valor já amortizado de R$ 6.525.925,93",3307407.42,
13.568.181/0001-07,2022-09-30,1,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP","Direito Real de Uso de Superfície - DUS - a ser amortizado ate 2023 - Valor da Cessão R$ 50 mil - valor já amortizado R$ 42.433,08",6412493.51,
13.568.181/0001-07,2022-12-31,1,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro","Direito Real de Uso de Superfície - DUS a ser amortizado até 2027 - Valor da Cessão R$ 10 MM - valor já amortizado de R$ 6.525.925,93",3307407.42,
13.568.181/0001-07,2022-12-31,1,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP","Direito Real de Uso de Superfície - DUS - a ser amortizado ate 2023 - Valor da Cessão R$ 50 mil - valor já amortizado R$ 42.433,08",6412493.51,
13.584.584/0001-31,2022-03-31,1,Cemitério Morumby,130 Jazigos,1690000.0,
13.584.584/0001-31,2022-03-31,1,Cemitério Morumby,943 Jazigos,14616500.0,
13.584.584/0001-31,2022-03-31,1,Cemitério Morumby,1799 Jazigos,28604095.9,
13.584.584/0001-31,2022-06-30,2,Cemitério Morumby,130 Jazigos,1690000.0,
13.584.584/0001-31,2022-06-30,2,Cemitério Morumby,943 Jazigos,14616500.0,
13.584.584/0001-31,2022-06-30,2,Cemitério Morumby,1799 Jazigos,28604100.0,
13.584.584/0001-31,2022-09-30,2,Cemitério Morumby,130 Jazigos,1690000.0,
13.584.584/0001-31,2022-09-30,2,Cemitério Morumby,943 Jazigos,14616500.0,
13.584.584/0001-31,2022-09-30,2,Cemitério Morumby,1799 Jazigos,28604095.9,
13.584.584/0001-31,2022-12-31,1,Cemitério Morumby,130 Jazigos,1690000.0,
13.584.584/0001-31,2022-12-31,1,Cemitério Morumby,943 Jazigos,14616500.0,
13.584.584/0001-31,2022-12-31,1,Cemitério Morumby,1799 Jazigos,28604095.9,
14.423.780/0001-97,2022-03-31,1,DIR. REAL TINER COMP,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",2827457.47,
14.423.780/0001-97,2022-06-30,1,DIR. REAL TINER COMP,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",2827457.47,
14.423.780/0001-97,2022-09-30,1,DIR. REAL TINER COMP,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",2827457.47,
15.576.907/0001-70,2022-03-31,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,10280616.07,
15.576.907/0001-70,2022-03-31,1,GPA - Tatuapé,Direitos de superficie GPA - Imóvel Tatuapé,17537478.2397979,
15.576.907/0001-70,2022-03-31,1,GPA - Guarulhos,Direitos de superficie GPA - Imóvel Guarulhos,45692173.4580023,
15.576.907/0001-70,2022-03-31,1,GPA - São José dos Campos,Direitos de superfície GPA - Imóvel SJC,49757237.3278976,
15.576.907/0001-70,2022-06-30,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,9926482.12,
15.576.907/0001-70,2022-06-30,1,GPA - Tatuapé,Direitos de superficie GPA - Imóvel Tatuapé,17219250.8180988,
15.576.907/0001-70,2022-06-30,1,GPA - Guarulhos,Direitos de superficie GPA - Imóvel Guarulhos,44863063.2317452,
15.576.907/0001-70,2022-06-30,1,GPA - São José dos Campos,Direitos de superfície GPA - Imóvel SJC,48854364.2278301,
15.576.907/0001-70,2022-09-30,2,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,10584709.810884,
15.576.907/0001-70,2022-09-30,2,GPA - Tatuapé,Direitos de superficie GPA - Imóvel Tatuapé,16897526.3917656,
15.576.907/0001-70,2022-09-30,2,GPA - Guarulhos,Direitos de superficie GPA - Imóvel Guarulhos,44024841.9041006,
15.576.907/0001-70,2022-09-30,2,GPA - São José dos Campos,Direitos de superfície GPA - Imóvel SJC,47941569.4453443,
15.576.907/0001-70,2022-12-31,2,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,10192683.52,
15.576.907/0001-70,2022-12-31,2,GPA - Tatuapé,Direitos de superficie GPA - Imóvel Tatuapé,16575801.9654323,
15.576.907/0001-70,2022-12-31,2,GPA - Guarulhos,Direitos de superficie GPA - Imóvel Guarulhos,43186620.576456,
15.576.907/0001-70,2022-12-31,2,GPA - São José dos Campos,Direitos de superfície GPA - Imóvel SJC,47028774.6628585,
16.543.270/0001-89,2022-03-31,1,3 Apartamentos MG,Edificio Bossa Nova -BURITI,3000000.0,
16.543.270/0001-89,2022-03-31,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,
16.543.270/0001-89,2022-03-31,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,
16.543.270/0001-89,2022-03-31,1,120 LOTES -JARDINS MONET,JARDINS MONET-MG - ABAETÉ,12000000.0,
16.543.270/0001-89,2022-03-31,1,80 LOTES -JARDINS MONET,JARDINS MONET-MG - ABAETÉ,8000000.0,
16.543.270/0001-89,2022-03-31,1,BELA VISTA III 70 UNIDADES,BELA VISTA III -MG-FUNILÃNDIA,7000000.0,
16.543.270/0001-89,2022-06-30,1,3 Apartamentos MG,Edificio Bossa Nova -BURITI,3000000.0,
16.543.270/0001-89,2022-06-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,
16.543.270/0001-89,2022-06-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,
16.543.270/0001-89,2022-06-30,1,120 LOTES -JARDINS MONET,JARDINS MONET-MG - ABAETÉ,12000000.0,
16.543.270/0001-89,2022-06-30,1,80 LOTES -JARDINS MONET,JARDINS MONET-MG - ABAETÉ,8000000.0,
16.543.270/0001-89,2022-06-30,1,BELA VISTA III 70 UNIDADES,BELA VISTA III -MG-FUNILÃNDIA,7000000.0,
16.543.270/0001-89,2022-09-30,1,3 Apartamentos MG,Edificio Bossa Nova -BURITI,3000000.0,
16.543.270/0001-89,2022-09-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,
16.543.270/0001-89,2022-09-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,
16.543.270/0001-89,2022-09-30,1,120 LOTES -JARDINS MONET,JARDINS MONET-MG - ABAETÉ,12000000.0,
16.543.270/0001-89,2022-09-30,1,80 LOTES -JARDINS MONET,JARDINS MONET-MG - ABAETÉ,8000000.0,
16.543.270/0001-89,2022-09-30,1,BELA VISTA III 70 UNIDADES,BELA VISTA III -MG-FUNILÃNDIA,7000000.0,
16.543.270/0001-89,2022-12-30,1,3 Apartamentos MG,Edificio Bossa Nova -BURITI,3000000.0,
16.543.270/0001-89,2022-12-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,
16.543.270/0001-89,2022-12-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,
16.543.270/0001-89,2022-12-30,1,120 LOTES -JARDINS MONET,JARDINS MONET-MG - ABAETÉ,12000000.0,
16.543.270/0001-89,2022-12-30,1,80 LOTES -JARDINS MONET,JARDINS MONET-MG - ABAETÉ,8000000.0,
16.543.270/0001-89,2022-12-30,1,BELA VISTA III 70 UNIDADES,BELA VISTA III -MG-FUNILÃNDIA,7000000.0,
16.671.412/0001-93,2022-12-31,1,Galpão Contagem,Direitos de usufruto imóvel de Contagem - MG,114407851.57,
22.503.991/0001-68,2022-03-31,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5,
22.503.991/0001-68,2022-06-30,3,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5,
22.503.991/0001-68,2022-09-30,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5,
24.070.076/0001-51,2022-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,12802829.95,
24.070.076/0001-51,2022-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,7896634.65,
24.070.076/0001-51,2022-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,14140354.17,
24.070.076/0001-51,2022-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,14700671.87,
24.070.076/0001-51,2022-06-30,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,10093761.84,
24.070.076/0001-51,2022-06-30,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,7373107.65,
24.070.076/0001-51,2022-06-30,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,13937873.82,
24.070.076/0001-51,2022-06-30,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,14338308.99,
24.070.076/0001-51,2022-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,5812971.64,
24.070.076/0001-51,2022-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,4839096.56,
24.070.076/0001-51,2022-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,13496543.45,
24.070.076/0001-51,2022-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,13907828.74,
24.070.076/0001-51,2022-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,3999616.78,
24.070.076/0001-51,2022-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,2785462.51,
24.070.076/0001-51,2022-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,11688118.81,
24.070.076/0001-51,2022-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,12763243.83,
27.486.542/0001-72,2022-03-31,1,Viracopos,"Galpão na Rodovia Miguel Melhado Campos, SP-324, Km 81,5, Itupeva - SP",304901462.0,
27.486.542/0001-72,2022-06-30,1,Viracopos,"Galpão na Rodovia Miguel Melhado Campos, SP-324, Km 81,5, Itupeva - SP",304901462.0,
27.486.542/0001-72,2022-09-30,1,Viracopos,"Galpão na Rodovia Miguel Melhado Campos, SP-324, Km 81,5, Itupeva - SP",304901462.0,
27.486.542/0001-72,2022-12-30,1,Viracopos,"Galpão na Rodovia Miguel Melhado Campos, SP-324, Km 81,5, Itupeva - SP",311622602.4,
28.267.530/0001-10,2022-03-31,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5,
28.267.530/0001-10,2022-06-30,3,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5,
28.267.530/0001-10,2022-09-30,2,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5,
29.267.567/0001-00,2022-03-31,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 61 - MAT - 179.771,433000.0,
29.267.567/0001-00,2022-03-31,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 71 - MAT - 179.776,433000.0,
29.267.567/0001-00,2022-06-30,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 61 - MAT - 179.771,433000.0,
29.267.567/0001-00,2022-06-30,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 71 - MAT - 179.776,433000.0,
29.267.567/0001-00,2022-09-30,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 61 - MAT - 179.771,433000.0,
29.267.567/0001-00,2022-09-30,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 71 - MAT - 179.776,433000.0,
29.267.567/0001-00,2022-12-31,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 61 - MAT - 179.771,433000.0,
29.267.567/0001-00,2022-12-31,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 71 - MAT - 179.776,433000.0,
